customer_id,true_persona,cluster,cluster_label,channel,card_product,total_spend,travel_pct,dining_pct,grocery_pct,online_shopping_pct,gas_pct,entertainment_pct,utilities_bills_pct
ACQ000014,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,1755.24,0.3490918620815387,0.1531414507417789,0.0809860759782138,0.12096351496091702,0.04606777420751578,0.10118844146669402,0.14856088056334177
ACQ000015,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,1557.17,0.05011655760128952,0.0992826730543229,0.0961102512891977,0.4517490062099835,0.05286513354354373,0.15139002164182458,0.09848635665983804
ACQ000016,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,1286.2199999999998,0.14151544836808636,0.14782852078182582,0.13589432600954737,0.14072242695650825,0.1380401486526411,0.1396495156349614,0.15634961359642988
ACQ000017,Dining Enthusiast,0,Cluster_0_dining_dominant,In-App,Amex Cash Magnet,1599.5100000000002,0.08213140274208976,0.3383848803696132,0.11693581159230013,0.15180899150364796,0.08550743665247482,0.11744846859350676,0.10778300854636731
ACQ000018,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,942.03,0.3666443743829814,0.1334883177818116,0.07800176215194846,0.1205800239907434,0.04840610171650585,0.1031708119698948,0.14970860800611446
ACQ000019,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,1153.5800000000002,0.3573050850396158,0.1475060247230361,0.07257407375301235,0.12142200800984758,0.04705352034535966,0.10339118223270166,0.15074810589642676
ACQ000020,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,672.17,0.053528125325438505,0.09537765743785055,0.08527604623830282,0.4687207105345374,0.048023565467069346,0.14877188806403144,0.10030200693277
ACQ000021,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,1729.6399999999999,0.048802062857010706,0.097216761869522,0.31932078351564486,0.09690455817395528,0.18599824240882495,0.04939756249855461,0.2023600286764876
ACQ000022,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,1226.81,0.360601886192646,0.14611879590156585,0.0770534964664455,0.12214605358612989,0.0501870705325193,0.10358572232048972,0.14030697500020378
ACQ000023,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,658.13,0.05397109993466337,0.09235257471928039,0.10326227341102821,0.4613830094358257,0.04713354504429216,0.14643003661890508,0.09546746083600505
ACQ000024,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,1362.7400000000002,0.051139615774102164,0.10375420109485299,0.29727607614071644,0.10020253313177861,0.19146719110028323,0.05134508416866019,0.2048152985896062
ACQ000025,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,1047.06,0.1405363589479113,0.13517849979943844,0.14937061868469811,0.1356082745974443,0.13842568716214926,0.14648635226252554,0.1543942085458331
ACQ000026,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,990.0,0.34553535353535353,0.13885858585858585,0.07722222222222222,0.11519191919191919,0.0517070707070707,0.11055555555555556,0.16092929292929292
ACQ000027,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,1721.6899999999998,0.36454297812033526,0.15519634777457034,0.0750309289128705,0.11317949224308675,0.045223007626227725,0.10095313325860057,0.14587411206430892
ACQ000028,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,1554.52,0.04696626611429895,0.10089931297120654,0.0982232457607493,0.46368653989655967,0.048658106682448604,0.143176028613334,0.09839049996140287
ACQ000029,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,646.04,0.0502755247353105,0.10538047179741193,0.2983251811033373,0.09878645285121665,0.2032227106680701,0.047396446040492854,0.19661321280416075
ACQ000030,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,1489.12,0.051339045879445586,0.09457934887718922,0.3126477382615236,0.09607687761899646,0.19558531213065436,0.05074809283335124,0.1990235843988396
ACQ000031,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,734.46,0.04772213599106826,0.09363341774909456,0.3084170683223048,0.09676497018217464,0.20009258502845628,0.05235138741388231,0.20101843531301905
ACQ000032,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,1000.5899999999999,0.13818846880340602,0.13418083330834807,0.1429556561628639,0.15860642221089558,0.13549006086409018,0.1413066290888376,0.1492719295615587
ACQ000033,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,735.1199999999999,0.05374632713026445,0.0999564696920231,0.3023724017847427,0.10103112417020352,0.20447001850038093,0.04833224507563392,0.19009141364675158
ACQ000034,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,1677.27,0.14046039099250568,0.15374388142636547,0.1289834075610963,0.1388565943467659,0.13877908744567066,0.14742408795244655,0.1517525502751495
ACQ000035,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,1497.9599999999998,0.13400224305054875,0.14424283692488452,0.13304761141819543,0.1287884856738498,0.13724665545141393,0.15288125183583007,0.1697909156452776
ACQ000036,Dining Enthusiast,0,Cluster_0_dining_dominant,In-App,Amex Cash Magnet,1045.24,0.07646090849948338,0.36599249933029737,0.10690367762427767,0.15141020244154452,0.08274654624775171,0.11548543875090887,0.10100072710573647
ACQ000037,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,1210.3400000000001,0.04846572037609266,0.09597303237106927,0.0975263149197746,0.45809441974982235,0.044665135416494535,0.15799692648346741,0.09727845068327906
ACQ000038,Dining Enthusiast,0,Cluster_0_dining_dominant,In-App,Amex Cash Magnet,705.8199999999999,0.07538749256184298,0.35917089342891956,0.11772123204216374,0.1643478507268142,0.07331897650959168,0.11527018219942763,0.09478337253124028
ACQ000039,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,1688.47,0.056737756667278656,0.1022404899109845,0.29584179760374774,0.09282368061025661,0.19579264067469365,0.053101328421588774,0.20346230611145003
ACQ000040,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,1700.48,0.15245695333082424,0.13246259879563418,0.1426479582235604,0.13314475912683477,0.14205400828001505,0.14762302408731653,0.14961069815581482
ACQ000041,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,908.6,0.3254897644728153,0.1613581333920317,0.07935285053929121,0.12017389390270745,0.049867928681488004,0.10002201188641865,0.16373541712524764
ACQ000042,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,1302.1000000000001,0.054304584901313256,0.10399354888257428,0.29249673604177867,0.10374011212656478,0.20116734505798323,0.04544965824437447,0.19884801474541125
ACQ000043,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,1461.38,0.050041741367748284,0.09563563207379325,0.09749688650453679,0.4683313032886723,0.05227935239294366,0.1348998891458758,0.1013151952264298
ACQ000044,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,1209.8799999999999,0.05034383575230601,0.10196052501074487,0.09729890567659603,0.4550203325949681,0.044607729692200886,0.1471881508909975,0.10358052038218667
ACQ000045,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,833.2200000000001,0.046590336285734855,0.09700919325028202,0.09583303329252776,0.45240152660761856,0.052639158925613876,0.14591584455485943,0.10961090708336332
ACQ000046,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,874.9199999999998,0.34659168838293797,0.1594545787043387,0.08380194760663832,0.11505051890458558,0.04855301056096558,0.10219220042975359,0.14435605541078045
ACQ000047,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,671.54,0.04739851684188581,0.10076838311939722,0.2831402448104357,0.10146826696846056,0.19948178812877865,0.052476397534026276,0.21526640259701582
ACQ000048,Dining Enthusiast,0,Cluster_0_dining_dominant,In-App,Amex Cash Magnet,1003.16,0.0722915586745883,0.3403046373459867,0.12343992982176323,0.1683779257546154,0.07943897284580725,0.12012041947446071,0.09602655608277842
ACQ000049,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,616.23,0.38240591986758193,0.1432744267562436,0.08000259643314996,0.12206481346250588,0.04545380783149149,0.09043701215455267,0.13636142349447447
ACQ000050,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,1528.79,0.04799874410481492,0.09969976255731657,0.09217093256758613,0.47281837269997845,0.04624572374230601,0.14613517880153587,0.0949312855264621
ACQ000051,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,1612.59,0.3409484121816457,0.15147681679782216,0.08191170725354864,0.11477188870078571,0.05122194730216608,0.09766896731345227,0.16200026045057953
ACQ000052,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,660.91,0.04734381383244315,0.09456658243936392,0.28674100860934165,0.1023437381791772,0.21438622505333557,0.04711685403458868,0.20750177785174984
ACQ000053,Dining Enthusiast,0,Cluster_0_dining_dominant,In-App,Amex Cash Magnet,1382.72,0.08375520712797964,0.34645481370053227,0.12530374913214531,0.15583053691275167,0.0786493288590604,0.10853968988660033,0.10146667438093035
ACQ000054,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,1388.51,0.046279825136297185,0.09523878113949485,0.09716170571331859,0.46958970407127065,0.046531893900656096,0.14928232421804669,0.09591576582091595
ACQ000055,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,663.28,0.05067241587263298,0.09908334338439272,0.29032987576890606,0.09341454589313714,0.21285128452538898,0.05350681461826077,0.2001417199372814
ACQ000056,Dining Enthusiast,0,Cluster_0_dining_dominant,In-App,Amex Cash Magnet,1613.4299999999998,0.08305287493104753,0.3511153257346151,0.11935441884680464,0.1432971991347626,0.07689208704437132,0.12412686016746932,0.10216123414092959
ACQ000057,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,756.38,0.0498823342764219,0.1054628625822999,0.10330786112800444,0.4245881699674766,0.0541658954493773,0.15102197308231313,0.11157090351410667
ACQ000058,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,962.6500000000001,0.13252999532540383,0.12339895081286033,0.14266867501168648,0.150573936529372,0.1366332519607334,0.14978444917675166,0.16441074118319224
ACQ000059,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,1571.7700000000002,0.05366561265325078,0.10602060097851465,0.2989686786234627,0.09874854463439306,0.19101395242306443,0.04835949280110957,0.2032231178862047
ACQ000060,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,1645.58,0.3473182707616767,0.15890445921802648,0.08347208886836253,0.11781864145164624,0.04891892220372149,0.09909575954982437,0.1444718579467422
ACQ000061,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,1014.97,0.05552873483945338,0.09956944540232716,0.1013823068662128,0.4298353645920569,0.047922598697498445,0.1576598323103146,0.1081017172921367
ACQ000062,Dining Enthusiast,0,Cluster_0_dining_dominant,In-App,Amex Cash Magnet,1804.4900000000002,0.08129720862958507,0.35644974480324076,0.11106739300300913,0.15935250403161003,0.07988960869830256,0.11466397707939638,0.09727956375485593
ACQ000063,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,663.26,0.048804390435123475,0.09821186261797787,0.10329282634261075,0.450004523113108,0.05144287308144619,0.15441908150649822,0.09382444290323554
ACQ000064,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,902.1899999999999,0.05230605526552057,0.10834746561145657,0.28460745519236524,0.10057748367860428,0.20628692404039065,0.04920249614826146,0.1986721200634013
ACQ000065,Dining Enthusiast,0,Cluster_0_dining_dominant,In-App,Amex Cash Magnet,1384.6699999999998,0.07662475535687203,0.33877385947554295,0.12066412935934195,0.15826153523944334,0.07993962460369619,0.12499006983613425,0.10074602612896937
ACQ000066,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,993.4599999999999,0.04782276085599823,0.10022547460390957,0.2962373925472591,0.10190646830269966,0.2070440682060677,0.049342701266281486,0.19742113421778432
ACQ000067,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,1025.01,0.05257509682832363,0.09788197188320114,0.09892586413791085,0.4703954107764803,0.04718978351430717,0.1375303655574092,0.09550150730236778
ACQ000068,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,675.27,0.14533445880906898,0.14277252062138107,0.14034386245501798,0.1407437025189924,0.13396123032268573,0.15076932190086928,0.14607490337198453
ACQ000069,Dining Enthusiast,0,Cluster_0_dining_dominant,In-App,Amex Cash Magnet,983.73,0.08331554389924063,0.3479308346802476,0.12339768025779431,0.15273499842436442,0.07914773362609659,0.11691216085714576,0.09656104825511064
ACQ000070,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,834.68,0.05158863276944459,0.10334499448890594,0.09548569511669143,0.4431638472228878,0.050785929937221454,0.15070446159007048,0.10492643887477836
ACQ000071,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,1062.07,0.05221878030638282,0.11042586646831189,0.30058282410763887,0.10631126008643499,0.20412967130226822,0.04946001675972394,0.17687158096923933
ACQ000072,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,711.04,0.13758719621962195,0.1399358685868587,0.1425658190819082,0.14767101710171018,0.14200326282628264,0.1474600585058506,0.14277677767776778
ACQ000073,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,1438.69,0.13823686826209955,0.14374187629023627,0.1298472916333609,0.13250248489945712,0.1408990122959081,0.16227957377892388,0.15249289284001416
ACQ000074,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,1644.8300000000002,0.05272885343774129,0.10014408783886479,0.2875555528534864,0.09873360772845825,0.20842883459080874,0.04939720214247065,0.20301186140816982
ACQ000075,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,647.36,0.34940373208106773,0.1624752842313396,0.08441979733069697,0.10776075135936729,0.04620304003954523,0.1022614928324271,0.1474759021255561
ACQ000076,Dining Enthusiast,0,Cluster_0_dining_dominant,In-App,Amex Cash Magnet,1324.0499999999997,0.0824817793889959,0.3641856425361581,0.12763868433971529,0.13426985385748275,0.07640194856689704,0.10713341641176695,0.1078886748989842
ACQ000077,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,1608.37,0.049876583124529805,0.097384308337012,0.2985569240908498,0.10345256377574812,0.20073117504056906,0.04593470407928524,0.20406374155200607
ACQ000078,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,1688.76,0.1481560434875293,0.13715980956441412,0.1417904261114664,0.13307397143466212,0.1515786731092636,0.14153580141642388,0.14670527487624055
ACQ000079,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,1234.3899999999999,0.05000850622574713,0.10055168949845675,0.30540590899148573,0.09347126920989315,0.20367955022318718,0.0481371365613785,0.1987459392898517
ACQ000080,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,991.55,0.14368413090615703,0.13584791488074227,0.12165801018607231,0.15142957995058243,0.14007362210680246,0.1453381070041854,0.16196863496545813
ACQ000081,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,1102.75,0.05229653139877579,0.09860802539106778,0.10524597596916799,0.44954885513489007,0.04781682158240762,0.14368623894808433,0.10279755157560644
ACQ000082,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,1800.94,0.04930758381733983,0.09457838684242674,0.2992492809310693,0.10117494197474652,0.19487600919519804,0.05036258842604418,0.21045120881317533
ACQ000083,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,1502.4,0.1395633652822151,0.14789004259850905,0.14042864749733758,0.14474840255591054,0.1387846112886049,0.14921458998935036,0.1393703407880724
ACQ000084,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,673.69,0.1482432572845077,0.11825913996051596,0.14006442132137925,0.14049488637207025,0.1404800427496326,0.16516498686339412,0.14729326544850005
ACQ000085,Dining Enthusiast,0,Cluster_0_dining_dominant,In-App,Amex Cash Magnet,1033.1599999999999,0.07793565372255992,0.3462580820008518,0.12138487746331644,0.14966704092299354,0.07923264547601534,0.1195748964342406,0.10594680398002246
ACQ000086,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,875.0799999999999,0.33468939982630164,0.14181560543036065,0.08211820633542077,0.1236572656214289,0.05345796955706907,0.1024934863098231,0.16176806691959594
ACQ000087,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,1639.7199999999998,0.04510526187397849,0.09700436659917548,0.30802819993657454,0.098327763276657,0.20686458663674287,0.04902056448661967,0.19564925719025203
ACQ000088,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,1447.0099999999998,0.3606125735136592,0.15395194228097944,0.07849289223986014,0.127462837160766,0.04855529678440371,0.10075258636775145,0.13017187165258018
ACQ000089,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,1397.2100000000003,0.35640311764158566,0.1575496883074126,0.08072515942485381,0.113504770220654,0.05146685179751074,0.09905454441350976,0.14129586819447323
ACQ000090,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,801.97,0.33563599635896607,0.1541828247939449,0.07713505492724167,0.11633851640335673,0.052907215980647654,0.10436799381523,0.159432397720613
ACQ000091,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,770.53,0.047188298963051406,0.09907466289437142,0.31997456296315524,0.095752274408524,0.1881821603312006,0.050160279288282095,0.19966776115141527
ACQ000092,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,1687.0399999999997,0.04724843512898331,0.10381496585735965,0.31714719271623676,0.09449687025796662,0.1850519252655539,0.04890814681335358,0.2033324639605463
ACQ000093,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,708.4000000000001,0.3461038961038961,0.15196216826651607,0.0748447204968944,0.1273150762281197,0.05376905702992659,0.10105872388481084,0.14494635798983624
ACQ000094,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,767.43,0.13770637061360647,0.1435961586072997,0.14190219303389237,0.14239735220150374,0.13658574723427544,0.15127112570527607,0.14654105260414632
ACQ000095,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,1024.86,0.04942138438420858,0.0985110161387897,0.28993228343383487,0.10835626329449877,0.19331420876997837,0.051187479265460654,0.20927736471322914
ACQ000096,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,937.28,0.052097558893820416,0.09962871287128712,0.10548608740184363,0.4488626664390577,0.049953055650392625,0.14804540798907476,0.09592651075452373
ACQ000097,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,1676.11,0.04757444320480159,0.09672396203113162,0.09819164613301037,0.4766572599650381,0.04488368901802388,0.14259207331261076,0.09337692633538372
ACQ000098,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,1130.31,0.3608479089807221,0.15641726605975353,0.07833249285594218,0.11511001406693741,0.05209190399094054,0.10001680954782316,0.1371836044978811
ACQ000099,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,830.8900000000001,0.3384082128801646,0.15104285765865516,0.07648425182635486,0.13584228959308692,0.04769584421523908,0.0992189098436616,0.15130763398283767
ACQ000100,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,969.1800000000001,0.14088198270703067,0.13295775810478963,0.1360634763408242,0.14153201675643326,0.14401865494541777,0.1544398357374275,0.15010627540807692
ACQ000101,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,883.7399999999999,0.05102179374024035,0.10409170117907983,0.10145517912508205,0.4344603616448277,0.048837893498087676,0.15945866431303324,0.10067440649964923
ACQ000102,Dining Enthusiast,0,Cluster_0_dining_dominant,In-App,Amex Cash Magnet,1372.59,0.07885093145076098,0.36305816012064784,0.11792305058320403,0.14608878106353684,0.08482503879527027,0.11702693448152762,0.0922271035050525
ACQ000103,Dining Enthusiast,0,Cluster_0_dining_dominant,In-App,Amex Cash Magnet,1340.6100000000001,0.07677848143755454,0.348236996591104,0.12836693743892705,0.1496706723058906,0.0822163045180925,0.1118520673424784,0.1028785403659528
ACQ000104,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,1708.99,0.3185858313974921,0.15863170644649766,0.08331821719261083,0.1342781408902334,0.05104184342798963,0.104196045617587,0.1499482150275894
ACQ000105,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,856.49,0.13472428166119862,0.1411691905334563,0.147123725904564,0.1311749115576364,0.14372613807516724,0.16240703335707363,0.1396747189109038
ACQ000106,Dining Enthusiast,0,Cluster_0_dining_dominant,In-App,Amex Cash Magnet,1139.27,0.07639979987184776,0.3474330053455283,0.11313384886813485,0.1650442827424579,0.08263186075293828,0.11978723217498925,0.09556997024410367
ACQ000107,Dining Enthusiast,0,Cluster_0_dining_dominant,In-App,Amex Cash Magnet,1386.3200000000002,0.08263604362629118,0.3393516648392867,0.11942408679092849,0.15085261700040392,0.08640862138611576,0.11593282936118643,0.10539413699578741
ACQ000108,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,1455.1399999999999,0.05066179199252306,0.09682917107632256,0.30994955811811925,0.0900188298033179,0.19440053877977378,0.05119782288989376,0.20694228734004977
ACQ000109,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,1185.6200000000001,0.05265599433207941,0.1058517906243147,0.09205310301783033,0.45663872066935435,0.05088476915031797,0.14781295862080598,0.09410266358529713
ACQ000110,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,1588.69,0.133392921211816,0.1484934128118135,0.13521832453153226,0.13282012223907746,0.14985931805449773,0.15347865222290064,0.14673724892836235
ACQ000111,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,1297.38,0.14425226225161478,0.12887511754458986,0.13451725785814486,0.14966316730641752,0.13369251876859514,0.1485301145385315,0.16046956173210622
ACQ000112,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,1153.3799999999999,0.14571953735976,0.1375955886178016,0.13596559676776085,0.1384365950510673,0.14634378955764796,0.14282370077511314,0.15311519187084915
ACQ000113,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,616.34,0.05101080572411331,0.1006425025148457,0.2957134049388324,0.09030729791997923,0.20316708310348183,0.052568387578284706,0.2065905182204627
ACQ000114,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,1159.33,0.05267697721960098,0.10213657888608076,0.30491749544995816,0.10398247263505646,0.2000465786273106,0.0480794941906101,0.18816040299138295
ACQ000115,Balanced Spender,1,Cluster_1_entertainment_dominant,In-App,Amex Cash Magnet,1765.0100000000002,0.12854318105846424,0.13491708262276134,0.1407017523980034,0.14799916147783865,0.13940430932402648,0.14902465141840554,0.15940986170050025
ACQ000116,Online Shopper,3,Cluster_3_online_shopping_dominant,In-App,Amex Cash Magnet,952.3899999999999,0.04823654175285335,0.10720398156217517,0.10502000230997806,0.4412898077468264,0.05056751960856372,0.14926658196747133,0.09841556505213202
ACQ000117,Everyday Essentials,2,Cluster_2_grocery_dominant,In-App,Amex Cash Magnet,883.28,0.051093650937415094,0.09857576306493976,0.3021805090118649,0.09905126347251154,0.1954646318268273,0.04679150439271805,0.20684267729372338
ACQ000118,Frequent Traveler,4,Cluster_4_travel_dominant,In-App,Amex Cash Magnet,1429.21,0.34866114846663543,0.15027882536506182,0.07397793186445659,0.12132576738198025,0.050349493776282,0.10728304447911784,0.14812378866646608
