customer_id,campaign_id,channel,card_product,activation_date,home_state,age
ACQ000223,CMP00002,In-App,Amex Cash Magnet,2025-01-09,MI,48
ACQ000224,CMP00002,In-App,Amex Cash Magnet,2025-01-26,OH,26
ACQ000225,CMP00002,In-App,Amex Cash Magnet,2025-01-21,MA,50
ACQ000226,CMP00002,In-App,Amex Cash Magnet,2025-01-24,PA,32
ACQ000227,CMP00002,In-App,Amex Cash Magnet,2025-01-25,MN,49
ACQ000228,CMP00002,In-App,Amex Cash Magnet,2025-01-03,WA,52
ACQ000229,CMP00002,In-App,Amex Cash Magnet,2025-01-04,TN,52
ACQ000230,CMP00002,In-App,Amex Cash Magnet,2025-01-30,PA,56
ACQ000231,CMP00002,In-App,Amex Cash Magnet,2025-01-31,FL,60
ACQ000232,CMP00002,In-App,Amex Cash Magnet,2025-01-27,NY,22
ACQ000233,CMP00002,In-App,Amex Cash Magnet,2025-01-11,MD,30
ACQ000234,CMP00002,In-App,Amex Cash Magnet,2025-01-25,NY,61
ACQ000235,CMP00002,In-App,Amex Cash Magnet,2025-01-30,TX,49
ACQ000236,CMP00002,In-App,Amex Cash Magnet,2025-01-04,WI,47
ACQ000237,CMP00002,In-App,Amex Cash Magnet,2025-01-13,MN,46
ACQ000238,CMP00002,In-App,Amex Cash Magnet,2025-01-27,MA,52
ACQ000239,CMP00002,In-App,Amex Cash Magnet,2025-01-25,NC,32
ACQ000240,CMP00002,In-App,Amex Cash Magnet,2025-01-20,MI,61
ACQ000241,CMP00002,In-App,Amex Cash Magnet,2025-01-26,GA,40
ACQ000242,CMP00002,In-App,Amex Cash Magnet,2025-01-04,IL,31
ACQ000243,CMP00002,In-App,Amex Cash Magnet,2025-01-31,AZ,62
ACQ000244,CMP00002,In-App,Amex Cash Magnet,2025-01-12,TN,37
ACQ000245,CMP00002,In-App,Amex Cash Magnet,2025-01-26,VA,46
ACQ000246,CMP00002,In-App,Amex Cash Magnet,2025-01-19,FL,44
ACQ000247,CMP00002,In-App,Amex Cash Magnet,2025-01-19,MD,24
ACQ000248,CMP00002,In-App,Amex Cash Magnet,2025-01-31,TX,62
ACQ000249,CMP00002,In-App,Amex Cash Magnet,2025-01-08,GA,50
ACQ000250,CMP00002,In-App,Amex Cash Magnet,2025-01-12,CO,39
ACQ000251,CMP00002,In-App,Amex Cash Magnet,2025-01-18,GA,63
ACQ000252,CMP00002,In-App,Amex Cash Magnet,2025-01-19,CO,38
ACQ000253,CMP00002,In-App,Amex Cash Magnet,2025-01-26,OH,64
ACQ000254,CMP00002,In-App,Amex Cash Magnet,2025-01-20,NJ,41
ACQ000255,CMP00002,In-App,Amex Cash Magnet,2025-01-21,WI,51
ACQ000256,CMP00002,In-App,Amex Cash Magnet,2025-01-19,AZ,35
ACQ000257,CMP00002,In-App,Amex Cash Magnet,2025-01-22,NC,34
ACQ000258,CMP00002,In-App,Amex Cash Magnet,2025-01-23,PA,55
ACQ000259,CMP00002,In-App,Amex Cash Magnet,2025-01-18,PA,27
ACQ000260,CMP00002,In-App,Amex Cash Magnet,2025-01-25,PA,37
ACQ000261,CMP00002,In-App,Amex Cash Magnet,2025-01-28,CO,48
ACQ000262,CMP00002,In-App,Amex Cash Magnet,2025-01-21,TN,38
ACQ000263,CMP00002,In-App,Amex Cash Magnet,2025-01-09,MD,37
ACQ000264,CMP00002,In-App,Amex Cash Magnet,2025-01-04,MN,62
ACQ000265,CMP00002,In-App,Amex Cash Magnet,2025-01-27,FL,39
ACQ000266,CMP00002,In-App,Amex Cash Magnet,2025-01-20,TX,34
ACQ000267,CMP00002,In-App,Amex Cash Magnet,2025-01-19,PA,65
ACQ000268,CMP00002,In-App,Amex Cash Magnet,2025-01-02,MD,56
ACQ000269,CMP00002,In-App,Amex Cash Magnet,2025-01-18,GA,61
ACQ000270,CMP00002,In-App,Amex Cash Magnet,2025-01-15,AZ,64
ACQ000271,CMP00002,In-App,Amex Cash Magnet,2025-01-29,WA,37
ACQ000272,CMP00002,In-App,Amex Cash Magnet,2025-01-21,PA,48
ACQ000273,CMP00002,In-App,Amex Cash Magnet,2025-01-08,NY,39
ACQ000274,CMP00002,In-App,Amex Cash Magnet,2025-01-14,AZ,33
ACQ000275,CMP00002,In-App,Amex Cash Magnet,2025-01-30,NC,61
ACQ000276,CMP00002,In-App,Amex Cash Magnet,2025-01-23,WA,52
ACQ000277,CMP00002,In-App,Amex Cash Magnet,2025-01-11,WI,35
ACQ000278,CMP00002,In-App,Amex Cash Magnet,2025-01-03,VA,37
ACQ000279,CMP00002,In-App,Amex Cash Magnet,2025-01-13,NJ,54
ACQ000280,CMP00002,In-App,Amex Cash Magnet,2025-01-15,MD,24
ACQ000281,CMP00002,In-App,Amex Cash Magnet,2025-01-10,PA,35
ACQ000282,CMP00002,In-App,Amex Cash Magnet,2025-01-29,PA,27
ACQ000283,CMP00002,In-App,Amex Cash Magnet,2025-01-12,GA,31
ACQ000284,CMP00002,In-App,Amex Cash Magnet,2025-01-26,WI,32
ACQ000285,CMP00002,In-App,Amex Cash Magnet,2025-01-12,MN,54
ACQ000286,CMP00002,In-App,Amex Cash Magnet,2025-01-25,MN,26
ACQ000287,CMP00002,In-App,Amex Cash Magnet,2025-01-03,CA,64
ACQ000288,CMP00002,In-App,Amex Cash Magnet,2025-01-17,WI,59
ACQ000289,CMP00002,In-App,Amex Cash Magnet,2025-01-07,PA,46
ACQ000290,CMP00002,In-App,Amex Cash Magnet,2025-01-14,MI,50
ACQ000291,CMP00002,In-App,Amex Cash Magnet,2025-01-27,CA,31
ACQ000292,CMP00002,In-App,Amex Cash Magnet,2025-01-06,PA,58
ACQ000293,CMP00002,In-App,Amex Cash Magnet,2025-01-14,MA,31
ACQ000294,CMP00002,In-App,Amex Cash Magnet,2025-01-14,WA,42
ACQ000295,CMP00002,In-App,Amex Cash Magnet,2025-01-05,OH,62
ACQ000296,CMP00002,In-App,Amex Cash Magnet,2025-01-18,PA,27
ACQ000297,CMP00002,In-App,Amex Cash Magnet,2025-01-05,NJ,23
ACQ000298,CMP00002,In-App,Amex Cash Magnet,2025-01-05,WA,62
ACQ000299,CMP00002,In-App,Amex Cash Magnet,2025-01-12,TN,46
ACQ000300,CMP00002,In-App,Amex Cash Magnet,2025-01-27,CO,38
ACQ000301,CMP00002,In-App,Amex Cash Magnet,2025-01-04,WA,24
ACQ000302,CMP00002,In-App,Amex Cash Magnet,2025-01-26,MD,57
ACQ000303,CMP00002,In-App,Amex Cash Magnet,2025-01-10,IL,43
ACQ000304,CMP00002,In-App,Amex Cash Magnet,2025-01-18,CO,26
ACQ000305,CMP00002,In-App,Amex Cash Magnet,2025-01-12,FL,50
ACQ000306,CMP00002,In-App,Amex Cash Magnet,2025-01-14,AZ,62
ACQ000307,CMP00002,In-App,Amex Cash Magnet,2025-01-16,CO,39
ACQ000308,CMP00002,In-App,Amex Cash Magnet,2025-01-30,MN,24
ACQ000309,CMP00002,In-App,Amex Cash Magnet,2025-01-15,GA,62
ACQ000310,CMP00002,In-App,Amex Cash Magnet,2025-01-31,CA,57
ACQ000311,CMP00002,In-App,Amex Cash Magnet,2025-01-10,GA,51
ACQ000312,CMP00002,In-App,Amex Cash Magnet,2025-01-10,NC,57
ACQ000313,CMP00002,In-App,Amex Cash Magnet,2025-01-27,TN,48
ACQ000314,CMP00002,In-App,Amex Cash Magnet,2025-01-09,AZ,45
ACQ000315,CMP00002,In-App,Amex Cash Magnet,2025-01-30,NJ,33
ACQ000316,CMP00002,In-App,Amex Cash Magnet,2025-01-12,VA,39
ACQ000317,CMP00002,In-App,Amex Cash Magnet,2025-01-26,MI,64
ACQ000318,CMP00002,In-App,Amex Cash Magnet,2025-01-16,NY,61
ACQ000319,CMP00002,In-App,Amex Cash Magnet,2025-01-04,NC,25
ACQ000320,CMP00002,In-App,Amex Cash Magnet,2025-01-23,FL,52
ACQ000321,CMP00002,In-App,Amex Cash Magnet,2025-01-22,CO,41
ACQ000322,CMP00002,In-App,Amex Cash Magnet,2025-01-27,AZ,42
ACQ000323,CMP00002,In-App,Amex Cash Magnet,2025-01-14,GA,54
ACQ000324,CMP00002,In-App,Amex Cash Magnet,2025-01-10,TX,29
ACQ000325,CMP00002,In-App,Amex Cash Magnet,2025-01-07,TN,25
ACQ000326,CMP00002,In-App,Amex Cash Magnet,2025-01-08,VA,61
ACQ000327,CMP00002,In-App,Amex Cash Magnet,2025-01-14,MD,56
ACQ000328,CMP00002,In-App,Amex Cash Magnet,2025-01-18,WA,52
ACQ000329,CMP00002,In-App,Amex Cash Magnet,2025-01-05,MD,30
ACQ000330,CMP00002,In-App,Amex Cash Magnet,2025-01-04,MN,46
ACQ000331,CMP00002,In-App,Amex Cash Magnet,2025-01-24,CO,33
ACQ000332,CMP00002,In-App,Amex Cash Magnet,2025-01-15,GA,35
ACQ000333,CMP00002,In-App,Amex Cash Magnet,2025-01-10,OH,22
ACQ000334,CMP00002,In-App,Amex Cash Magnet,2025-01-07,OH,24
ACQ000335,CMP00002,In-App,Amex Cash Magnet,2025-01-12,MN,46
ACQ000336,CMP00002,In-App,Amex Cash Magnet,2025-01-21,OH,57
ACQ000337,CMP00002,In-App,Amex Cash Magnet,2025-01-05,WA,39
ACQ000338,CMP00002,In-App,Amex Cash Magnet,2025-01-28,TX,58
ACQ000339,CMP00002,In-App,Amex Cash Magnet,2025-01-31,NC,23
ACQ000340,CMP00002,In-App,Amex Cash Magnet,2025-01-24,GA,52
ACQ000341,CMP00002,In-App,Amex Cash Magnet,2025-01-27,WA,48
ACQ000342,CMP00002,In-App,Amex Cash Magnet,2025-01-13,CA,44
ACQ000343,CMP00002,In-App,Amex Cash Magnet,2025-01-17,NC,22
ACQ000344,CMP00002,In-App,Amex Cash Magnet,2025-01-02,TN,29
ACQ000345,CMP00002,In-App,Amex Cash Magnet,2025-01-03,CO,56
ACQ000346,CMP00002,In-App,Amex Cash Magnet,2025-01-20,WA,41
ACQ000347,CMP00002,In-App,Amex Cash Magnet,2025-01-24,MA,26
